piso,code,name,unit,price,quantity,category
"Piso EMA","PM-1070","MANGUERA CADENA",PAR,"4500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1071","MILLERO AX-100",UNO,"2000",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1072","MUELLE PATA ARRANQUE",UNO,"1500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1074","MUELLE BURRO GN",UNO,"1500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1076","MANILLA CRIOLLA",UNO,"800",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1080","RADIADOR DE ACEITE MOTO",UNO,"50000",2,"PIEZAS DE MOTO",
"Piso EMA","PM-1081","TIMON MOTO",UNO,"3500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1083","PASTILLA FRENO MOTORINA",UNO,"2500",11,"PIEZAS DE MOTO",
"Piso EMA","PM-1084","PUNO MOTORINA",UNO,"6500",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1085","PIZARRA MOTORINA",UNO,"3500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1086","PITO MOTOR",UNO,"2000",11,"PIEZAS DE MOTO",
"Piso EMA","PM-1087","PUÑO MOTOR",PAR,"6500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1090","PORTA SPROKE",UNO,"3500",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1091","CENTRO MOTO AX-100",UNO,"20000",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1092","PINZA GN",UNO,"8500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1094","BOTONERA",UNO,"4800",2,"PIEZAS DE MOTO",
"Piso EMA","PM-1095","BIELA JAWA Y ETZ",UNO,"18000",3,"PIEZAS DE MOTO",
"Piso EMA","PM-1097","BOMBA TRASERA FRENO MOT",UNO,"5500",2,"PIEZAS DE MOTO",
"Piso EMA","PM-1100","INTERRUPTOR ARRANQ MOT",UNO,"4800",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1102","MONIFLOR",UNO,"1500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1103","MANILLA FABRIC CLOCHE MOTO SIMPLE",UNO,"2800",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1104","TAPA TANQUE MOTOR C/CHUCHO",UNO,"6500",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1105","TORNILLO SPROKE MOTO",UNO,"1500",6,"PIEZAS DE MOTO",
"Piso EMA","PM-1106","PULMON DELANTERO MOTOR",UNO,"700",42,"PIEZAS DE MOTO",
"Piso EMA","PM-1452","GUARDAFANGO MOTOR",PAR,"4500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1500","JUNTA TUBO ESCAPE GN",UNO,"250",200,"PIEZAS DE MOTO",
"Piso EMA","PM-1620","CANDADO P/MOTO CON ALARMA",UNO,"8500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1622","CHUCHO ARRANQUE MOTORINA",UNO,"6500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1640","CABLE DE CLOCHE AX-100 Y GN",UNO,"1800",9,"PIEZAS DE MOTO",
"Piso EMA","PM-1641","CULEBRILLA AX-100 Y GN",UNO,"1800",6,"PIEZAS DE MOTO",
"Piso EMA","PM-1643","FILTRO DE GASOLINA CON MANGUERITA",UNO,"450",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1647","FOCO DELANTERO DE AX-100",UNO,"8000",4,"PIEZAS DE MOTO",
"Piso EMA","PM-1648","FOCO TRACERO DE GN",UNO,"9000",2,"PIEZAS DE MOTO",
"Piso EMA","PM-1654","PITO DE DOS COLORES",UNO,"8000",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1655","CORNETAS ROJAS",UNO,"8000",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1659","COMANDO MOTO",UNO,"4800",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1662","MANGUERRA HIDRAULICA P/,MOTOR (FRENO)",UNO,"2800",3,"PIEZAS DE MOTO",
"Piso EMA","PM-1669","CABLE DE FRENOS MOTO Y BICICLETAS",UNO,"800",2,"PIEZAS DE MOTO",
"Piso EMA","PM-1730","INSTALACION ELCTRICA MOTO",UNO,"5000",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1756","CARBURADOR DE JAWA",UNO,"24000",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1764","DISCO DE FRENO DE MOTO",UNO,"20400",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1765","CARBURADOR DE AX-100",UNO,"12000",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1766","CARBURADOR CORTINA P",UNO,"13000",1,"PIEZAS DE MOTO",
"Piso EMA","PM-1768","ALARMA MOTO",UNO,"12000",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1774","TAPA DE TANQUE AUXILIAR",UNO,"800",0,"PIEZAS DE AUTO",
"Piso EMA","PM-1794","CAJA REGULADORA MOTORINA",UNO,"4500",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1795","FILTRO DE ACEITE MOTO",UNO,"900",19,"PIEZAS DE MOTO",
"Piso EMA","PP-1199","PINTURA AZUL OSCURO  AUTOLUX 4LT",Lt,"5400",19,"PINTURAS",
"Piso EMA","PP-1213","SPRAY NEGRO",UNO,"1800",0,"PINTURAS",
"Piso EMA","PP-1214","PINTURA BLANCO AUTOLUX 4LT",Lt,"4000",25,"PINTURAS",
"Piso EMA","PP-1215","PINTURA MARFIL  AUTOLUX 4LT",Lt,"4000",31,"PINTURAS",
"Piso EMA","PP-1216","PINTURA AZUL MEDIO  AUTOLUX 4LT",Lt,"4000",48,"PINTURAS",
"Piso EMA","PP-1217","PINTURA VERDE MANZANA  PRIMAVERA INDUSTRIAL",Lt,"3600",0,"PINTURAS",
"Piso EMA","PP-1219","PINTURA VERDE OSCURO MET AUTOLUX 4LT",Lt,"5400",23,"PINTURAS",
"Piso EMA","PP-1220","PINTURA AMARILLA  AUTOLUX 4LT",Lt,"4000",51,"PINTURAS",
"Piso EMA","PP-1222","PINTURA NEGRO  AUTOLUX 4LT",Lt,"4000",274,"PINTURAS",
"Piso EMA","PP-1223","PINTURA ROJA INDUSTRIAL 1 LT",Lt,"3600",16,"PINTURAS",
"Piso EMA","PP-1224","PINTURA GRIS CLARO  AUTOLUX 4LT",Lt,"4000",149,"PINTURAS",
"Piso EMA","PP-1225","SPRAY DORADO",UNO,"200",12,"PINTURAS",
"Piso EMA","PP-1226","SPRAY PLATIADO",UNO,"1800",1,"PINTURAS",
"Piso EMA","PP-1227","SPRAY BLANCO",UNO,"2000",3,"PINTURAS",
"Piso EMA","PP-1228","SPRAY AMARILLO",UNO,"1800",0,"PINTURAS",
"Piso EMA","PP-1229","SPRAY VERDE CLARO FOSFORESCENTE",UNO,"1800",0,"PINTURAS",
"Piso EMA","PP-1230","SPRAY GRIS",UNO,"1800",0,"PINTURAS",
"Piso EMA","PP-1567","PINTURA INDUSTRIAL BARNIZ",Lt,"4000",63,"PINTURAS",
"Piso EMA","PP-1568","PINTURA INDUSTRIAL DORADA 1LT",Lt,"3600",0,"PINTURAS",
"Piso EMA","PP-1570","PINTURA INDUSTRIAL AMARILLA 1LT",Lt,"3600",1,"PINTURAS",
"Piso EMA","PP-1573","PINTURA INDUSTRIAL MARFIL 4LT",Lt,"3000",34,"PINTURAS",
"Piso EMA","PP-1574","PINTURA INDUSTRIAL BLANCO 4LT",Lt,"3000",0,"PINTURAS",
"Piso EMA","PP-1575","PINTURA INDUSTRIAL DURACROM 4LT",Lt,"3000",0,"PINTURAS",
"Piso EMA","PP-1576","PINTURA INDUSTRIAL METAL 4LT",Lt,"3000",0,"PINTURAS",
"Piso EMA","PP-1578","PINTURA ACRILICA CASA (CUBETA)",UNO,"6000",0,"PINTURAS",
"Piso EMA","PP-1735","PINTURA INDUSTRIAL ROJA 4 LT",Lt,"3000",2,"PINTURAS",
"Piso EMA","PP-1781","PINTURA IMPERMEABILIZANTE 1LT",UNO,"3300",0,"PINTURAS",
"Piso EMA","PP-1782","PINTURA CARMELITA 1LT",Lt,"3600",28,"PINTURAS",
"Piso EMA","R-1287","RODAMIENTO 6304",UNO,"1500",0,"RODAMIENTOS",
"Piso EMA","R-1326","RODAMIENTO 6203",UNO,"1500",17,"RODAMIENTOS",
"Piso EMA","R-1330","RODAMIENTO 6007",UNO,"2500",0,"RODAMIENTOS",
"Piso EMA","R-1341","RODAMIENTO 6301",UNO,"1500",5,"RODAMIENTOS",
"Piso EMA","R-1347","RODAMIENTO 6303",UNO,"1500",12,"RODAMIENTOS",
"Piso EMA","R-1352","RODAMIENTO 6204",UNO,"1500",0,"RODAMIENTOS",
"Piso EMA","R-1354","RODAMIENTO GRANDE LADA 7805",UNO,"7500",1,"RODAMIENTOS",
"Piso EMA","R-1376","RODAMIENTO LADA 6306",UNO,"3500",6,"RODAMIENTOS",
"Piso EMA","R-1394","RODAMIENTO 6305",UNO,"1500",0,"RODAMIENTOS",
"Piso EMA","R-1406","RODAMIENTO 6206",UNO,"2500",2,"RODAMIENTOS",
"Piso EMA","R-1407","RODAMIENTO 6306",UNO,"3500",2,"RODAMIENTOS",
"Piso EMA","R-1408","RODAMIENTO 6302",UNO,"1500",1,"RODAMIENTOS",
"Piso EMA","R-1412","RODAMIENTO 6202",UNO,"800",9,"RODAMIENTOS",
"Piso EMA","R-1429","RODAMIENTO V8",UNO,"10000",5,"RODAMIENTOS",
"Piso EMA","R-1435","RODAMIENTO 6008",UNO,"1500",15,"RODAMIENTOS",
"Piso EMA","R-1445","RODAMIENTO 6201",UNO,"800",52,"RODAMIENTOS",
"Piso EMA","R-1456","RODAMIENTO 6200",UNO,"800",0,"RODAMIENTOS",
"Piso EMA","R-1467","RODAMIENTO 6301",UNO,"1500",0,"RODAMIENTOS",
"Piso EMA","R-1604","RODAMIENTO BOMBAS DE AGUA",UNO,"1500",6,"RODAMIENTOS",
"Piso EMA","R-1637","RODAMIENTO 7804",UNO,"3500",12,"RODAMIENTOS",
"Piso EMA","R-1638","RODAMIENTO 32007",UNO,"4000",4,"RODAMIENTOS",
"Piso EMA","R-1639","ROLLETE 32007",UNO,"4000",3,"RODAMIENTOS",
"Piso EMA","R-1761","ROLLETE PEQUEÑO DE LADA",UNO,"3500",2,"RODAMIENTOS",
"Piso EMA","R-1765","RODAMIENTO 6006",UNO,"1500",4,"RODAMIENTOS",
"Piso EMA","R-1766","RODAMIENTO 6205",UNO,"1500",3,"RODAMIENTOS",
"Piso EMA","R-1767","RODAMIENTO 6002",UNO,"1500",2,"RODAMIENTOS",
"Piso EMA","R-1768","RODAMIENTO 30203",UNO,"2500",10,"RODAMIENTOS",
"Piso EMA","R-1769","RODAMIENTO 7805 (GRANDE LADA)",UNO,"2500",0,"RODAMIENTOS",
"Piso EMA","R-1770","RODAMIENTO 7206",UNO,"2500",1,"RODAMIENTOS",
"Piso EMA","R-1771","RODAMIENTO 30202",UNO,"2500",1,"RODAMIENTOS",
"Piso EMA","R-1772","RODAMIENTO 6010",UNO,"2500",1,"RODAMIENTOS",
"Piso EMA","R-1773","RODAMIENTO 7604",UNO,"2500",1,"RODAMIENTOS",
"Piso EMA","R-1774","RODAMIENTO 30206",UNO,"2500",1,"RODAMIENTOS",
"Piso EMA","PA-1797","BOMBA DE AGUA COMPLETA",UNO,"2000",0,"PIEZAS DE AUTO",
"Piso EMA","FF-1798","MASILLA SECADO RAPIDO 1.5LT",UNO,"15000",0,"FERRETERIA",
"Piso EMA","AL-1799","ACEITE AFT HIDRAULICO",Lt,"4500",4,"ACEITES Y LUBRICANTES",
"Piso EMA","FF-1800","JUEGOS DE PITO",UNO,"6000",2,"FERRETERIA",
"Piso EMA","R-1801","RODAMIENTO COLLARIN",UNO,"9000",2,"RODAMIENTOS",
"Piso EMA","FF-1802","TORNILLO 12 MM",UNO,"250",10,"FERRETERIA",
"Piso EMA","FF-1803","COMANDO DOBLE DE LUCES",UNO,"7500",1,"FERRETERIA",
"Piso EMA","PM-1804","RELAY ARRANQUE MOTOS",UNO,"2800",0,"PIEZAS DE MOTO",
"Piso EMA","FF-1805","PILOTOS LED",UNO,"600",32,"FERRETERIA",
"Piso EMA","PM-1806","PULMON FRENO TRACERO",UNO,"800",0,"PIEZAS DE MOTO",
"Piso EMA","PM-1807","INTERMITENTE PLASTICO",UNO,"5500",5,"PIEZAS DE MOTO",
"Piso EMA","PM-1808","INTERMITENTE JAWA",UNO,"6000",0,"PIEZAS DE MOTO",
"Piso EMA","FF-1809","BARRENA 8MM",UNO,"800",15,"FERRETERIA",
"Piso EMA","B-1810","BOMBILLA CHAPA AX-100",UNO,"2800",3,"BOMBILLOS",
"Piso EMA","FF-1811","TENAZA DE SOLDAR",UNO,"4800",2,"FERRETERIA",
"Piso EMA","NM-1812","CAMARA 18/275",UNO,"3500",0,"NEUMATICOS MOTO",
"Piso EMA","PM-1813","CALSO SPROKE GN",UNO,"700",9,"PIEZAS DE MOTO",
"Piso EMA","PM-1814","CALSO SPROKE AX-100",UNO,"700",12,"PIEZAS DE MOTO",
"Piso EMA","PM-1815","GOMA PATA DE CAMBIO",UNO,"800",2,"PIEZAS DE MOTO",
"Piso EMA","PM-1816","MUELLE PATA DE FRENO AX-10 /GN",UNO,"700",13,"PIEZAS DE MOTO",
"Piso EMA","FF-1817","BUJIAS DE IRIDIO",UNO,"2500",0,"FERRETERIA",
"Piso EMA","PA-1818","FILTRO DE DIESEL YUNCHAY",UNO,"8000",2,"PIEZAS DE AUTO",
"Piso EMA","PA-1819","FILTRO DE ACEITE YUNCHAY",UNO,"8000",2,"PIEZAS DE AUTO",
"Piso EMA","PA-1820","FILTRO DE ACEITE MOSK",UNO,"4500",6,"PIEZAS DE AUTO",
"Piso EMA","AL-1821","GRASA MOLLY",UNO,"3500",24,"ACEITES Y LUBRICANTES",
"Piso EMA","FF-1822","CAPACITOR 700 MF",UNO,"4800",2,"FERRETERIA",
"Piso EMA","FF-1823","CAPACITOR 25 MF",UNO,"2300",0,"FERRETERIA",
"Piso EMA","FF-1824","BROCHAS 1''",UNO,"350",2,"FERRETERIA",
"Piso EMA","FF-1825","LLAVE DE ANGULO",UNO,"1400",3,"FERRETERIA",
"Piso EMA","FF-1826","EXPANSIONADOR 8 MM",UNO,"350",131,"FERRETERIA",
"Piso EMA","FF-1827","EXPANSIONADOR 6 MM",UNO,"250",201,"FERRETERIA",
"Piso EMA","PP-1736","PINTURA INDUSTRIAL CAOBA 4 LT",Lt,"3000",0,"PINTURAS",
"Piso EMA","FF-1738","EXPANSION PLASTICA",UNO,"50",252,"FERRETERIA",
"Piso EMA","FF-1739","EXTENSION ELECTRICA 20 M",UNO,"6000",0,"FERRETERIA",
"Piso EMA","AL-1740","ACEITE MOLINOL 10 W 40 LT",Lt,"4000",11,"ACEITES Y LUBRICANTES",
"Piso EMA","PA-1742","CABLE DE CAMBIO DE YUNDAY",UNO,"49000",0,"PIEZAS DE AUTO",
"Piso EMA","PM-1743","JUEGO DE ESPEJOS MOTOR",PAR,"7500",0,"PIEZAS DE MOTO",
"Piso EMA","PA-1745","MEZULAS DE CLARIA",PAR,"21400",4,"PIEZAS DE AUTO",
"Piso EMA","PA-1764","CORREA GRANDE DE MOTOR",UNO,"2800",11,"PIEZAS DE AUTO",
"Piso EMA","ED-1764","BOCINAS PIONERS 450 WATT",UNO,"38400",1,"ELECTROS",
"Piso EMA","PA-1765","OBSTURADOR DE LADA",UNO,"3000",0,"PIEZAS DE AUTO",
"Piso EMA","NM-1764","NEUMATICO DE MOTO 16X300",UNO,"14000",1,"NEUMATICOS MOTO",
"Piso EMA","PB-1765","NEUMATICO BICICLETA 26",UNO,"4500",0,"PIEZAS DE BICICLETA",
"Piso EMA","FF-1765","PIZARRITAS DE MUSICA",UNO,"4500",1,"FERRETERIA",
"Piso EMA","FF-1766","TWITTER",UNO,"2500",3,"FERRETERIA",
"Piso EMA","FF-1768","SILICONA BRIDA",UNO,"4500",0,"FERRETERIA",
"Piso EMA","FF-1769","PROTECTOR FOCO",UNO,"6500",2,"FERRETERIA",
"Piso EMA","FF-1770","EMBELLECEDOR JUNQUILLO",m,"900",18,"FERRETERIA",
"Piso EMA","FF-1771","PORTATELEFONO AUTO",UNO,"3500",5,"FERRETERIA",
"Piso EMA","FF-1772","CARGADOR TELEFONO CARGA RAPIDA",UNO,"4000",1,"FERRETERIA",
"Piso EMA","FF-1773","PRECILLAS DE ACERO INOXIDABLE",UNO,"300",86,"FERRETERIA",
"Piso EMA","ED-1765","COMPRESOR STANDARD",UNO,"20000",0,"ELECTROS",
"Piso EMA","FF-1774","LAMPARAS LED 50W",UNO,"3500",6,"FERRETERIA",
"Piso EMA","FF-1775","BOMBA AIRE",UNO,"8000",4,"FERRETERIA",
"Piso EMA","PA-1780","PIZARRA MODERNA",UNO,"20000",1,"PIEZAS DE AUTO",
"Piso EMA","FF-1781","ROLLOS DE ALAMBRE DE SOLDAR",UNO,"15000",2,"FERRETERIA",
"Piso EMA","PA-1781","JUEGO DE PANTALLAS MEXICANAS",UNO,"20000",1,"PIEZAS DE AUTO",
"Piso EMA","FF-1782","BATERIAS DE LITIO",UNO,"1500",0,"FERRETERIA",
"Piso EMA","FF-1783","RELAY 30 A",UNO,"1000",0,"FERRETERIA",
"Piso EMA","AL-1764","CUAJO (PRODUCIR QUESO)",UNO,"4500",1,"ALIMENTOS",
"Piso EMA","NA-1764","GOMA 145/70/12",UNO,"37000",8,"NEUMATICOS AUTO",
"Piso EMA","BT-1765","BATERIA 60 A",UNO,"62700",2,"BATERIAS",
"Piso EMA","PA-1801","BOMBA DE FRENO DE LADA",UNO,"26000",4,"PIEZAS DE AUTO",
"Piso EMA","PA-1802","JUEGO DE CALSO MOTOR LADA",UNO,"14000",0,"PIEZAS DE AUTO",
"Piso EMA","PA-1803","CADENA DE DISTRIBUCION",UNO,"19000",1,"PIEZAS DE AUTO",
"Piso EMA","PA-1804","BOBINA ARRANQUE",UNO,"15000",1,"PIEZAS DE AUTO",
"Piso EMA","PA-1805","JUEGO DE PANTALLAS DE MOSK",UNO,"5000",1,"PIEZAS DE AUTO",
"Piso EMA","FF-1806","CABLE FOTOVOLTAICO",m,"2220",1982,"FERRETERIA",
"Piso EMA","PA-1806","MANGUERA Z LADA",UNO,"12600",1,"PIEZAS DE AUTO",
"Piso EMA","FF-1839","MATAJUNTAS",UNO,"900",52,"FERRETERIA",
"Piso EMA","FF-1840","FOGON DE MECHA",UNO,"15000",4,"FERRETERIA",
"Piso EMA","PA-1746","MANGUERA DE FRENO MOSK",UNO,"3500",4,"PIEZAS DE AUTO",
"Piso EMA","PA-1747","CORREA 163 DIENTES YUNDAY",UNO,"17000",1,"PIEZAS DE AUTO",
"Piso EMA","PA-1748","CALSO DE 6 HUECOS",UNO,"7500",0,"PIEZAS DE AUTO",
"Piso EMA","FF-1749","BUJIAS PUNTA DE PLATINO",UNO,"3000",20,"FERRETERIA",
"Piso EMA","FF-1751","LAMPARAS CON PANEL",UNO,"15000",4,"FERRETERIA",
"Piso EMA","ED-1752","POWER BANK",UNO,"12000",2,"ELECTROS",
"Piso EMA","FF-1754","ROLLOS DE ALAMBRE ACERADO",UNO,"900",1,"FERRETERIA",
"Piso EMA","PA-1755","TECLA DE 20 AMP",UNO,"1600",4,"PIEZAS DE AUTO",
"Piso EMA","PP-1756","SPRAY ROJO",UNO,"1800",0,"PINTURAS",
"Piso EMA","AL-1757","ACEITE JAZO 15W40 1LT",UNO,"5400",120,"ACEITES Y LUBRICANTES",
"Piso EMA","AL-1758","ACEITE JAZO 10W40 1LT",UNO,"5400",210,"ACEITES Y LUBRICANTES",
"Piso EMA","AL-1759","ACEITE SEMISINTETICO 15W40 4LT",Lt,"5400",174,"ACEITES Y LUBRICANTES",
"Piso EMA","AL-1760","ACEITE SEMISINTETICO 20W50 4LT",Lt,"5400",148,"ACEITES Y LUBRICANTES",
"Piso EMA","PA-1761","VELETA DE YUNDAY",UNO,"14000",2,"PIEZAS DE AUTO",
"Piso EMA","AL-1762","OCTANAJE DE GASOLINA 1LT",UNO,"4500",12,"ACEITES Y LUBRICANTES",
"Piso EMA","PA-1763","CAJA REGULADORA DE LADA",UNO,"3500",3,"PIEZAS DE AUTO",
"Piso EMA","ED-1841","CARGADOR BATERIA MOTORINA",UNO,"20000",0,"ELECTROS",
"Piso EMA","FF-1842","BREKERA (4 POSICIONES)",UNO,"7500",4,"FERRETERIA",
"Piso EMA","FF-1843","EXTENSION ELCTRICA 15M",UNO,"4800",0,"FERRETERIA",
"Piso EMA","FF-1844","EXTENSION BLANCA (VARIOS TOMAS)",UNO,"2800",0,"FERRETERIA",
"Piso EMA","FF-1845","LLAVE ALLEN PEQUEÑA",UNO,"2500",0,"FERRETERIA",
"Piso EMA","FF-1846","DESTUPIDOR BAÑO",UNO,"1300",7,"FERRETERIA",
"Piso EMA","PB-1847","TETERAS DE BICICLETA",UNO,"1500",7,"PIEZAS DE BICICLETA",
"Piso EMA","FF-1848","CAJA DE BREKERS (2 POSICIONES)",UNO,"3000",0,"FERRETERIA",
"Piso EMA","FF-1849","BUJIAS F5TC Y FT2L",UNO,"2000",14,"FERRETERIA",
"Piso EMA","PA-1850","FILTRO AIRE YUNDAY",UNO,"15000",0,"PIEZAS DE AUTO",
"Piso EMA","PA-1851","DISCO DE CLOCHE YUNDAY",UNO,"47400",2,"PIEZAS DE AUTO",
"Piso EMA","PA-1852","DISCO DE CLOCHE MOSCOVICH",UNO,"14000",0,"PIEZAS DE AUTO",
"Piso EMA","FF-1853","BREAKER 32 A DOBLE",UNO,"6500",2,"FERRETERIA",
"Piso EMA","PA-1854","BOMBA CLOSHE CLARIA",UNO,"20800",4,"PIEZAS DE AUTO",
"Piso EMA","PA-1855","BOMBA DE FRENO CLARIA",UNO,"51000",4,"PIEZAS DE AUTO",
"Piso EMA","PA-1856","BOMBA CLOSHE MOSK",UNO,"20000",0,"PIEZAS DE AUTO",
"Piso EMA","FF-1870","BREAKER TRIFASICO",UNO,"7000",0,"FERRETERIA",
"Piso EMA","FF-1871","CODO 3/4",UNO,"300",82,"FERRETERIA",
"Piso EMA","FF-1872","TEE 1/2",UNO,"250",37,"FERRETERIA",
"Piso EMA","FF-1873","DESTORNILLADOR PEQUENO",UNO,"300",8,"FERRETERIA",
"Piso EMA","FF-1874","ESTAÑO CIRCULAR",UNO,"2500",1,"FERRETERIA",
"Piso EMA","FF-1875","CINTA PARA TRAILER L",UNO,"2800",0,"FERRETERIA",
"Piso EMA","FF-1876","CINTA PARA TRAILER C",UNO,"4500",3,"FERRETERIA",
"Piso EMA","ED-1870","MOTOSIERRA",UNO,"140000",0,"ELECTROS",
"Piso EMA","FF-1879","BREAKER SENCILLO 32A",UNO,"1500",0,"FERRETERIA",
"Piso EMA","FF-1878","NIVEL",UNO,"3800",2,"FERRETERIA",
"Piso EMA","FF-1976","RODILLOS",UNO,"1600",6,"FERRETERIA",
"Piso EMA","FF-1974","TORNILLO EMBELLECEDOR MOTOS",UNO,"250",0,"FERRETERIA",
"Piso EMA","FF-1980","REGLETAS",UNO,"900",175,"FERRETERIA",
"Piso EMA","FF-1982","LIANZA 5M",UNO,"1500",4,"FERRETERIA",
"Piso EMA","FF-1983","CABLE No 16 (INSTALACION AUTO)",m,"200",0,"FERRETERIA",
"Piso EMA","AP-1980","TINTE ARABES (DISTINTOS COLORES)",UNO,"1200",10,"ARTICULOS DE ASEO Y BELLEZA",
"Piso EMA","PA-1870","JUNTA DE BLOCK DE LADA (76 X 79 MM)",UNO,"10000",4,"PIEZAS DE AUTO",
"Piso EMA","FF-1975","CUCHILLA",UNO,"200",0,"FERRETERIA",
"Piso EMA","FF-1971","CABLE ROYAL COOL 10",m,"950",138,"FERRETERIA",
"Piso EMA","FF-1970","BRIDA 4.8 X 350MM",UNO,"30",0,"FERRETERIA",
"Piso EMA","FF-1972","TENAZA PICATUBOS",UNO,"2500",6,"FERRETERIA",
"Piso EMA","FF-1973","LAMPARA DE TECHO (DISTROICA)",UNO,"1800",1,"FERRETERIA",
"Piso EMA","FF-1977","EXTENSION ELECTRICA 25 M (3 TOMAS)",UNO,"8000",1,"FERRETERIA",
"Piso EMA","FF-1978","CARBON LIJADORA",UNO,"1500",2,"FERRETERIA",
"Piso EMA","ED-1871","HORNILLA SENCILLA",UNO,"8000",1,"ELECTROS",
"Piso EMA","ED-1872","HORNILLA DOBLE",UNO,"12000",1,"ELECTROS",
"Piso EMA","FF-1979","TIRAFONDO 3.5 X 45 MM",UNO,"15",18,"FERRETERIA",
"Piso EMA","FF-1981","BOMBA DE AIRE",UNO,"6000",0,"FERRETERIA",
"Piso EMA","FF-1984","TOMACORRIENTE 20A",UNO,"2000",7,"FERRETERIA",
"Piso EMA","FF-1987","LLAVE MEZCLADORA DE FREGADERO",UNO,"21000",2,"FERRETERIA",
"Piso EMA","FF-1990","JUEGO DE BARRENAS DE TUGSTENO 1",UNO,"2500",1,"FERRETERIA",
"Piso EMA","FF-1991","JUEGO DE BARRENAS DE TUGSTENO 2",UNO,"2500",0,"FERRETERIA",
"Piso EMA","PP-1870","PINTURA ANTICORROCIVO INDUSTRIAL",Lt,"4000",0,"PINTURAS",
"Piso EMA","PP-1871","PINTURA INDUSTRIAL AZUL 1L",Lt,"4000",0,"PINTURAS",
"Piso EMA","PP-1880","PINTURA INDUSTRIAL VERDE 1L",Lt,"4000",0,"PINTURAS",
"Piso EMA","PA-1857","TAPA DE TANQUE MOSK",UNO,"6000",1,"PIEZAS DE AUTO",
"Piso EMA","PA-1858","RELAY 12 V 80 A",UNO,"1500",28,"PIEZAS DE AUTO",
"Piso EMA","FF-1859","FILTROS DE COMBUSTIBLE DOBLES",UNO,"3500",8,"FERRETERIA",
"Piso EMA","PA-1860","HIDROWA CLARIA",UNO,"76500",0,"PIEZAS DE AUTO",
"Piso EMA","PA-1861","CILINDRO FRENO DE LADA",UNO,"13000",2,"PIEZAS DE AUTO",
"Piso EMA","NA-1862","NEUMATICO 18-250 (PISTA)",UNO,"17000",2,"NEUMATICOS AUTO",
"Piso EMA","FF-1863","SOPORTE TV",UNO,"6500",0,"FERRETERIA",
"Piso EMA","FF-1864","SOPORTE TV",UNO,"3500",0,"FERRETERIA",
"Piso EMA","FF-1865","ALICATE O PINZA",UNO,"2300",0,"FERRETERIA",
"Piso EMA","FF-1866","JUEGO DE LLAVES",UNO,"12000",2,"FERRETERIA",
"Piso EMA","FF-1867","JUEGO DE LLAVES PEQUEÑAS",UNO,"10000",3,"FERRETERIA",
"Piso EMA","FF-1868","ROSCACHAPA",UNO,"50",244,"FERRETERIA",
"Piso EMA","FF-1869","LINTERNA",UNO,"3500",3,"FERRETERIA",
"Piso EMA","FF-1927","LAMPARA DE TECHO LED (DISTROICA)",UNO,"2000",8,"FERRETERIA",
"Piso EMA","FF-1922","DISCO CORTE TUGSTENO",UNO,"1600",3,"FERRETERIA",
"Piso EMA","FF-1923","DISCO CORTE TUGSTENO (CONCRETO)",UNO,"1600",3,"FERRETERIA",
"Piso EMA","FF-1722","EXTENSION ELECTRICA 5M",UNO,"3500",4,"FERRETERIA",
"Piso EMA","PP-1926","PINTURA IMPERMEABILIZANTE 10 LT",UNO,"25000",1,"PINTURAS",
"Piso EMA","FF-1854","BREAKER DOBLE 63A DC",UNO,"14250",0,"FERRETERIA",
"Piso EMA","FF-1801","TRANSFER 100 A",UNO,"41300",1,"FERRETERIA",
"Piso EMA","PP-1231","PINTURA ROJO-CHINO AUTOLUX 4LT",UNO,"5900",75,"PINTURAS",
"Piso EMA","PP-1232","PINTURA GRIS METAL AUTOLUX 4 LT",UNO,"4860",48,"PINTURAS",
"Piso EMA","ED-1927","VENTILADOR METALICO P/AUTO",UNO,"24500",1,"ELECTROS",
